incident_id,date,year,month,day,country,region,city,attack_type,target_type,perpetrator_group,killed,wounded,total_casualties,attack_success,property_damage,notes
PAK-00966,2016-04-01,2016,4,1,Pakistan,Sindh,Larkana,Kidnapping,Police,TTP,1,7,8,No,None,"Kidnapping targeting police in Larkana, Sindh."
PAK-00971,2016-04-04,2016,4,4,Pakistan,Punjab,Gujranwala,Assassination,Civilians,BLA,1,8,9,Yes,None,"Assassination targeting civilians in Gujranwala, Punjab."
PAK-00967,2016-05-05,2016,5,5,Pakistan,Gilgit-Baltistan,Chilas,Political Violence,Religious Minority,Unknown,12,25,37,Yes,Minor,"Political Violence targeting religious minority in Chilas, Gilgit-Baltistan."
PAK-00964,2016-05-29,2016,5,29,Pakistan,Balochistan,Loralai,Kidnapping,Religious Minority,Al-Qaeda,2,7,9,No,Minor,"Kidnapping targeting religious minority in Loralai, Balochistan."
PAK-00960,2016-06-19,2016,6,19,Pakistan,Islamabad Capital Territory,Islamabad,Military Operation,Hospital,Unknown,27,7,34,Yes,Minor,"Military Operation targeting hospital in Islamabad, Islamabad Capital Territory."
PAK-00962,2016-07-19,2016,7,19,Pakistan,Khyber Pakhtunkhwa,Charsadda,Ethnic Violence,Infrastructure,Al-Qaeda,31,44,75,Yes,Unknown,"Ethnic Violence targeting infrastructure in Charsadda, Khyber Pakhtunkhwa."
PAK-00972,2016-10-02,2016,10,2,Pakistan,Sindh,Mirpur Khas,Military Operation,Government Officials,Lashkar-e-Jhangvi,56,149,205,Yes,None,"Military Operation targeting government officials in Mirpur Khas, Sindh."
PAK-00974,2016-10-14,2016,10,14,Pakistan,Khyber Pakhtunkhwa,Peshawar,Assassination,Mosque/Shrine,Unknown,2,1,3,Yes,None,"Assassination targeting mosque/shrine in Peshawar, Khyber Pakhtunkhwa."
PAK-00963,2016-10-24,2016,10,24,Pakistan,Balochistan,Kalat,Sectarian Violence,Journalists,TTP,10,20,30,No,None,"Sectarian Violence targeting journalists in Kalat, Balochistan."
PAK-00970,2016-10-30,2016,10,30,Pakistan,FATA/Tribal Areas,South Waziristan,Military Operation,School,Unknown,50,24,74,Yes,Major,"Military Operation targeting school in South Waziristan, FATA/Tribal Areas."
PAK-00975,2016-12-02,2016,12,2,Pakistan,Khyber Pakhtunkhwa,Mardan,Rocket Attack,Foreign Nationals,Lashkar-e-Jhangvi,2,6,8,Yes,Moderate,"Rocket Attack targeting foreign nationals in Mardan, Khyber Pakhtunkhwa."
PAK-00961,2016-12-03,2016,12,3,Pakistan,FATA/Tribal Areas,Kurram,Suicide Bombing,Political Party,Al-Qaeda,55,76,131,No,Minor,"Suicide Bombing targeting political party in Kurram, FATA/Tribal Areas."
PAK-00968,2016-12-09,2016,12,9,Pakistan,Sindh,Larkana,Rocket Attack,Political Party,Unknown,6,22,28,Yes,Major,"Rocket Attack targeting political party in Larkana, Sindh."
PAK-00976,2016-12-21,2016,12,21,Pakistan,Khyber Pakhtunkhwa,Charsadda,Rocket Attack,Ethnic Group,IS-K,9,31,40,Yes,Moderate,"Rocket Attack targeting ethnic group in Charsadda, Khyber Pakhtunkhwa."
PAK-00990,2017-01-06,2017,1,6,Pakistan,FATA/Tribal Areas,Khyber,Suicide Bombing,Government Officials,Unknown,41,126,167,No,Major,"Suicide Bombing targeting government officials in Khyber, FATA/Tribal Areas."
PAK-01003,2017-01-11,2017,1,11,Pakistan,FATA/Tribal Areas,Bajaur,Ethnic Violence,Journalists,IS-K,8,3,11,Yes,Moderate,"Ethnic Violence targeting journalists in Bajaur, FATA/Tribal Areas."
PAK-01014,2017-01-22,2017,1,22,Pakistan,Balochistan,Gwadar,Ethnic Violence,Government Officials,TTP,9,7,16,Yes,Minor,"Ethnic Violence targeting government officials in Gwadar, Balochistan."
PAK-00996,2017-01-30,2017,1,30,Pakistan,Sindh,Hyderabad,Rocket Attack,Police,Al-Qaeda,9,31,40,Yes,Unknown,"Rocket Attack targeting police in Hyderabad, Sindh."
PAK-01018,2017-02-01,2017,2,1,Pakistan,Khyber Pakhtunkhwa,Swat,Ambush,Religious Minority,BLA,2,9,11,Yes,Minor,"Ambush targeting religious minority in Swat, Khyber Pakhtunkhwa."
PAK-00978,2017-02-08,2017,2,8,Pakistan,FATA/Tribal Areas,Khyber,Sectarian Violence,Foreign Nationals,BLA,10,27,37,Yes,Moderate,"Sectarian Violence targeting foreign nationals in Khyber, FATA/Tribal Areas."
PAK-00989,2017-02-09,2017,2,9,Pakistan,Balochistan,Turbat,Rocket Attack,Judges/Lawyers,BLA,1,1,2,Yes,None,"Rocket Attack targeting judges/lawyers in Turbat, Balochistan."
PAK-01012,2017-02-27,2017,2,27,Pakistan,Punjab,Faisalabad,Ambush,Paramilitary,BLA,11,19,30,Yes,None,"Ambush targeting paramilitary in Faisalabad, Punjab."
PAK-01021,2017-03-02,2017,3,2,Pakistan,Punjab,Gujranwala,Rocket Attack,Market/Bazaar,BLA,4,17,21,Yes,None,"Rocket Attack targeting market/bazaar in Gujranwala, Punjab."
PAK-01001,2017-03-10,2017,3,10,Pakistan,Khyber Pakhtunkhwa,Bannu,Sectarian Violence,Civilians,IS-K,20,5,25,Yes,Moderate,"Sectarian Violence targeting civilians in Bannu, Khyber Pakhtunkhwa."
PAK-01022,2017-03-10,2017,3,10,Pakistan,Azad Kashmir,Mirpur,Rocket Attack,Police,Unknown,2,4,6,Yes,None,"Rocket Attack targeting police in Mirpur, Azad Kashmir."
PAK-01000,2017-03-13,2017,3,13,Pakistan,Azad Kashmir,Rawalakot,Armed Assault,Ethnic Group,Unknown,15,10,25,Yes,Major,"Armed Assault targeting ethnic group in Rawalakot, Azad Kashmir."
PAK-00998,2017-03-20,2017,3,20,Pakistan,Khyber Pakhtunkhwa,Mingora,Military Operation,Mosque/Shrine,TTP,36,65,101,Yes,Major,"Military Operation targeting mosque/shrine in Mingora, Khyber Pakhtunkhwa."
PAK-00994,2017-03-29,2017,3,29,Pakistan,FATA/Tribal Areas,Khyber,Grenade Attack,Police,Al-Qaeda,7,12,19,Yes,None,"Grenade Attack targeting police in Khyber, FATA/Tribal Areas."
PAK-00985,2017-04-03,2017,4,3,Pakistan,Azad Kashmir,Rawalakot,Armed Assault,Police,IS-K,11,24,35,Yes,Unknown,"Armed Assault targeting police in Rawalakot, Azad Kashmir."
PAK-00997,2017-04-06,2017,4,6,Pakistan,Punjab,Sialkot,Rocket Attack,Foreign Nationals,TTP,0,2,2,Yes,None,"Rocket Attack targeting foreign nationals in Sialkot, Punjab."
PAK-00983,2017-04-24,2017,4,24,Pakistan,FATA/Tribal Areas,Orakzai,Militant Attack,School,TTP,8,12,20,Yes,None,"Militant Attack targeting school in Orakzai, FATA/Tribal Areas."
PAK-00993,2017-04-26,2017,4,26,Pakistan,Khyber Pakhtunkhwa,Dir,Drone Strike,Political Party,Unknown,30,67,97,Yes,Moderate,"Drone Strike targeting political party in Dir, Khyber Pakhtunkhwa."
PAK-00995,2017-05-16,2017,5,16,Pakistan,Balochistan,Gwadar,Armed Assault,Hospital,BLA,16,18,34,Yes,Unknown,"Armed Assault targeting hospital in Gwadar, Balochistan."
PAK-01011,2017-05-24,2017,5,24,Pakistan,Khyber Pakhtunkhwa,Peshawar,Suicide Bombing,Infrastructure,IS-K,41,120,161,No,None,"Suicide Bombing targeting infrastructure in Peshawar, Khyber Pakhtunkhwa."
PAK-00999,2017-06-03,2017,6,3,Pakistan,Khyber Pakhtunkhwa,Swat,Ambush,Market/Bazaar,Al-Qaeda,13,23,36,Yes,Minor,"Ambush targeting market/bazaar in Swat, Khyber Pakhtunkhwa."
PAK-01010,2017-06-13,2017,6,13,Pakistan,Khyber Pakhtunkhwa,Kohat,Grenade Attack,School,BLA,6,7,13,No,Minor,"Grenade Attack targeting school in Kohat, Khyber Pakhtunkhwa."
PAK-01015,2017-06-25,2017,6,25,Pakistan,FATA/Tribal Areas,Kurram,Drone Strike,Civilians,TTP,18,39,57,Yes,Major,"Drone Strike targeting civilians in Kurram, FATA/Tribal Areas."
PAK-00992,2017-06-26,2017,6,26,Pakistan,FATA/Tribal Areas,Orakzai,Bombing,Judges/Lawyers,Unknown,18,47,65,Yes,Unknown,"Bombing targeting judges/lawyers in Orakzai, FATA/Tribal Areas."
PAK-00982,2017-07-05,2017,7,5,Pakistan,Khyber Pakhtunkhwa,Charsadda,Armed Assault,Judges/Lawyers,TTP,11,5,16,No,Moderate,"Armed Assault targeting judges/lawyers in Charsadda, Khyber Pakhtunkhwa."
PAK-00980,2017-07-10,2017,7,10,Pakistan,Azad Kashmir,Mirpur,IED,School,Unknown,7,22,29,Yes,Unknown,"IED targeting school in Mirpur, Azad Kashmir."
PAK-01008,2017-07-14,2017,7,14,Pakistan,FATA/Tribal Areas,Mohmand,Bombing,Mosque/Shrine,TTP,28,6,34,Yes,Moderate,"Bombing targeting mosque/shrine in Mohmand, FATA/Tribal Areas."
PAK-01007,2017-07-25,2017,7,25,Pakistan,Gilgit-Baltistan,Skardu,Sectarian Violence,Religious Minority,IS-K,9,8,17,Yes,Minor,"Sectarian Violence targeting religious minority in Skardu, Gilgit-Baltistan."
PAK-01017,2017-08-03,2017,8,3,Pakistan,Sindh,Sukkur,Drone Strike,Civilians,Al-Qaeda,3,7,10,Yes,Unknown,"Drone Strike targeting civilians in Sukkur, Sindh."
PAK-01002,2017-08-04,2017,8,4,Pakistan,Khyber Pakhtunkhwa,Swat,Sectarian Violence,Paramilitary,Unknown,19,7,26,Yes,Major,"Sectarian Violence targeting paramilitary in Swat, Khyber Pakhtunkhwa."
PAK-01009,2017-08-07,2017,8,7,Pakistan,FATA/Tribal Areas,North Waziristan,Mortar Attack,Judges/Lawyers,Al-Qaeda,0,4,4,Yes,Moderate,"Mortar Attack targeting judges/lawyers in North Waziristan, FATA/Tribal Areas."
PAK-00988,2017-08-08,2017,8,8,Pakistan,FATA/Tribal Areas,Mohmand,Grenade Attack,Ethnic Group,Lashkar-e-Jhangvi,4,8,12,Yes,Minor,"Grenade Attack targeting ethnic group in Mohmand, FATA/Tribal Areas."
PAK-01006,2017-08-08,2017,8,8,Pakistan,FATA/Tribal Areas,North Waziristan,Ambush,Civilians,BLA,8,21,29,Yes,None,"Ambush targeting civilians in North Waziristan, FATA/Tribal Areas."
PAK-00986,2017-09-20,2017,9,20,Pakistan,Azad Kashmir,Bagh,Military Operation,Religious Minority,BLA,3,10,13,Yes,Minor,"Military Operation targeting religious minority in Bagh, Azad Kashmir."
PAK-01013,2017-09-28,2017,9,28,Pakistan,Azad Kashmir,Mirpur,Mortar Attack,Foreign Nationals,Unknown,5,18,23,Yes,Minor,"Mortar Attack targeting foreign nationals in Mirpur, Azad Kashmir."
PAK-01016,2017-10-09,2017,10,9,Pakistan,FATA/Tribal Areas,Khyber,Assassination,Police,IS-K,2,6,8,Yes,Unknown,"Assassination targeting police in Khyber, FATA/Tribal Areas."
PAK-01019,2017-10-15,2017,10,15,Pakistan,Sindh,Larkana,IED,Political Party,Al-Qaeda,17,24,41,Yes,Major,"IED targeting political party in Larkana, Sindh."
PAK-01020,2017-10-31,2017,10,31,Pakistan,Balochistan,Gwadar,Kidnapping,Military/Security Forces,IS-K,2,3,5,Yes,Unknown,"Kidnapping targeting military/security forces in Gwadar, Balochistan."
PAK-01004,2017-11-02,2017,11,2,Pakistan,Gilgit-Baltistan,Gilgit,Militant Attack,Police,Unknown,23,54,77,Yes,Major,"Militant Attack targeting police in Gilgit, Gilgit-Baltistan."
PAK-00981,2017-11-06,2017,11,6,Pakistan,FATA/Tribal Areas,Mohmand,Assassination,Infrastructure,Al-Qaeda,4,0,4,Yes,Moderate,"Assassination targeting infrastructure in Mohmand, FATA/Tribal Areas."
PAK-01005,2017-11-13,2017,11,13,Pakistan,Islamabad Capital Territory,Islamabad,Rocket Attack,Paramilitary,TTP,6,7,13,Yes,Unknown,"Rocket Attack targeting paramilitary in Islamabad, Islamabad Capital Territory."
PAK-00979,2017-12-13,2017,12,13,Pakistan,Sindh,Nawabshah,Kidnapping,Journalists,Al-Qaeda,0,2,2,Yes,Minor,"Kidnapping targeting journalists in Nawabshah, Sindh."
PAK-00987,2017-12-14,2017,12,14,Pakistan,FATA/Tribal Areas,Mohmand,Ambush,Police,Unknown,12,15,27,Yes,Major,"Ambush targeting police in Mohmand, FATA/Tribal Areas."
PAK-00991,2017-12-24,2017,12,24,Pakistan,Gilgit-Baltistan,Skardu,Military Operation,Paramilitary,Lashkar-e-Jhangvi,46,136,182,Yes,None,"Military Operation targeting paramilitary in Skardu, Gilgit-Baltistan."
PAK-00984,2017-12-25,2017,12,25,Pakistan,Khyber Pakhtunkhwa,Swat,Rocket Attack,Paramilitary,TTP,8,11,19,Yes,Moderate,"Rocket Attack targeting paramilitary in Swat, Khyber Pakhtunkhwa."
PAK-01031,2018-01-07,2018,1,7,Pakistan,Khyber Pakhtunkhwa,Swat,Militant Attack,Government Officials,BLA,11,38,49,Yes,None,"Militant Attack targeting government officials in Swat, Khyber Pakhtunkhwa."
PAK-01057,2018-01-25,2018,1,25,Pakistan,FATA/Tribal Areas,Bajaur,IED,Police,Lashkar-e-Jhangvi,16,2,18,Yes,Moderate,"IED targeting police in Bajaur, FATA/Tribal Areas."
PAK-01027,2018-02-17,2018,2,17,Pakistan,FATA/Tribal Areas,Mohmand,Militant Attack,Judges/Lawyers,BLA,11,30,41,Yes,Major,"Militant Attack targeting judges/lawyers in Mohmand, FATA/Tribal Areas."
PAK-01052,2018-02-17,2018,2,17,Pakistan,Gilgit-Baltistan,Chilas,Militant Attack,Judges/Lawyers,IS-K,19,62,81,Yes,Minor,"Militant Attack targeting judges/lawyers in Chilas, Gilgit-Baltistan."
PAK-01047,2018-02-24,2018,2,24,Pakistan,Sindh,Nawabshah,Bombing,Judges/Lawyers,BLA,2,11,13,Yes,None,"Bombing targeting judges/lawyers in Nawabshah, Sindh."
PAK-01050,2018-02-26,2018,2,26,Pakistan,Islamabad Capital Territory,Islamabad,Mortar Attack,Ethnic Group,Unknown,0,2,2,Yes,None,"Mortar Attack targeting ethnic group in Islamabad, Islamabad Capital Territory."
PAK-01046,2018-03-02,2018,3,2,Pakistan,Punjab,Multan,Sectarian Violence,Market/Bazaar,TTP,49,35,84,No,Minor,"Sectarian Violence targeting market/bazaar in Multan, Punjab."
PAK-01045,2018-03-15,2018,3,15,Pakistan,Khyber Pakhtunkhwa,Peshawar,Grenade Attack,Foreign Nationals,IS-K,4,14,18,Yes,Unknown,"Grenade Attack targeting foreign nationals in Peshawar, Khyber Pakhtunkhwa."
PAK-01035,2018-03-17,2018,3,17,Pakistan,FATA/Tribal Areas,South Waziristan,Militant Attack,Military/Security Forces,IS-K,29,49,78,Yes,Moderate,"Militant Attack targeting military/security forces in South Waziristan, FATA/Tribal Areas."
PAK-01056,2018-04-14,2018,4,14,Pakistan,Khyber Pakhtunkhwa,Mardan,Sectarian Violence,Military/Security Forces,BLA,14,35,49,Yes,None,"Sectarian Violence targeting military/security forces in Mardan, Khyber Pakhtunkhwa."
PAK-01036,2018-04-25,2018,4,25,Pakistan,FATA/Tribal Areas,Kurram,Ethnic Violence,Civilians,Al-Qaeda,11,7,18,Yes,Moderate,"Ethnic Violence targeting civilians in Kurram, FATA/Tribal Areas."
PAK-01055,2018-05-03,2018,5,3,Pakistan,Khyber Pakhtunkhwa,Mardan,IED,Foreign Nationals,Lashkar-e-Jhangvi,11,1,12,Yes,Unknown,"IED targeting foreign nationals in Mardan, Khyber Pakhtunkhwa."
PAK-01042,2018-05-06,2018,5,6,Pakistan,Punjab,Sargodha,Political Violence,Infrastructure,IS-K,13,41,54,Yes,Unknown,"Political Violence targeting infrastructure in Sargodha, Punjab."
PAK-01048,2018-05-06,2018,5,6,Pakistan,Islamabad Capital Territory,Islamabad,Bombing,Religious Minority,BLA,5,2,7,Yes,Unknown,"Bombing targeting religious minority in Islamabad, Islamabad Capital Territory."
PAK-01026,2018-05-18,2018,5,18,Pakistan,Khyber Pakhtunkhwa,Mingora,Ambush,Mosque/Shrine,Al-Qaeda,8,10,18,Yes,Major,"Ambush targeting mosque/shrine in Mingora, Khyber Pakhtunkhwa."
PAK-01038,2018-06-04,2018,6,4,Pakistan,Gilgit-Baltistan,Chilas,Kidnapping,Judges/Lawyers,IS-K,2,10,12,Yes,Moderate,"Kidnapping targeting judges/lawyers in Chilas, Gilgit-Baltistan."
PAK-01024,2018-06-16,2018,6,16,Pakistan,Balochistan,Turbat,Ambush,Religious Minority,Al-Qaeda,20,37,57,No,None,"Ambush targeting religious minority in Turbat, Balochistan."
PAK-01030,2018-07-16,2018,7,16,Pakistan,Khyber Pakhtunkhwa,Charsadda,Assassination,Military/Security Forces,Lashkar-e-Jhangvi,1,6,7,Yes,None,"Assassination targeting military/security forces in Charsadda, Khyber Pakhtunkhwa."
PAK-01041,2018-07-17,2018,7,17,Pakistan,Punjab,Gujranwala,Assassination,Government Officials,BLA,2,2,4,Yes,Major,"Assassination targeting government officials in Gujranwala, Punjab."
PAK-01043,2018-08-04,2018,8,4,Pakistan,Islamabad Capital Territory,Islamabad,Militant Attack,Journalists,TTP,39,91,130,Yes,Minor,"Militant Attack targeting journalists in Islamabad, Islamabad Capital Territory."
PAK-01029,2018-08-07,2018,8,7,Pakistan,FATA/Tribal Areas,North Waziristan,Ethnic Violence,Mosque/Shrine,TTP,10,4,14,Yes,Major,"Ethnic Violence targeting mosque/shrine in North Waziristan, FATA/Tribal Areas."
PAK-01040,2018-09-02,2018,9,2,Pakistan,FATA/Tribal Areas,Orakzai,Assassination,Infrastructure,IS-K,4,14,18,Yes,None,"Assassination targeting infrastructure in Orakzai, FATA/Tribal Areas."
PAK-01034,2018-09-19,2018,9,19,Pakistan,Khyber Pakhtunkhwa,Peshawar,Suicide Bombing,Civilians,Lashkar-e-Jhangvi,42,26,68,No,Major,"Suicide Bombing targeting civilians in Peshawar, Khyber Pakhtunkhwa."
PAK-01049,2018-09-28,2018,9,28,Pakistan,Punjab,Faisalabad,Kidnapping,Paramilitary,Unknown,0,5,5,Yes,Moderate,"Kidnapping targeting paramilitary in Faisalabad, Punjab."
PAK-01051,2018-10-11,2018,10,11,Pakistan,FATA/Tribal Areas,Khyber,Kidnapping,Military/Security Forces,Al-Qaeda,1,7,8,Yes,Moderate,"Kidnapping targeting military/security forces in Khyber, FATA/Tribal Areas."
PAK-01044,2018-10-13,2018,10,13,Pakistan,Khyber Pakhtunkhwa,Dera Ismail Khan,Grenade Attack,Military/Security Forces,IS-K,0,2,2,Yes,Minor,"Grenade Attack targeting military/security forces in Dera Ismail Khan, Khyber Pakhtunkhwa."
PAK-01032,2018-10-16,2018,10,16,Pakistan,Khyber Pakhtunkhwa,Charsadda,Mortar Attack,Government Officials,IS-K,2,7,9,No,Minor,"Mortar Attack targeting government officials in Charsadda, Khyber Pakhtunkhwa."
PAK-01037,2018-11-06,2018,11,6,Pakistan,Sindh,Karachi,Mortar Attack,Civilians,BLA,1,0,1,Yes,Major,"Mortar Attack targeting civilians in Karachi, Sindh."
PAK-01053,2018-11-06,2018,11,6,Pakistan,FATA/Tribal Areas,Mohmand,Suicide Bombing,Market/Bazaar,Al-Qaeda,28,71,99,Yes,Major,"Suicide Bombing targeting market/bazaar in Mohmand, FATA/Tribal Areas."
PAK-01023,2018-11-20,2018,11,20,Pakistan,FATA/Tribal Areas,Orakzai,Sectarian Violence,Civilians,TTP,43,88,131,Yes,Moderate,"Sectarian Violence targeting civilians in Orakzai, FATA/Tribal Areas."
PAK-01028,2018-11-28,2018,11,28,Pakistan,FATA/Tribal Areas,Orakzai,Kidnapping,Mosque/Shrine,Lashkar-e-Jhangvi,1,2,3,Yes,Moderate,"Kidnapping targeting mosque/shrine in Orakzai, FATA/Tribal Areas."
PAK-01054,2018-11-28,2018,11,28,Pakistan,Islamabad Capital Territory,Islamabad,Ethnic Violence,Journalists,IS-K,4,11,15,Yes,Moderate,"Ethnic Violence targeting journalists in Islamabad, Islamabad Capital Territory."
PAK-01025,2018-12-03,2018,12,3,Pakistan,Sindh,Hyderabad,Ambush,Political Party,BLA,1,8,9,No,Unknown,"Ambush targeting political party in Hyderabad, Sindh."
PAK-01033,2018-12-21,2018,12,21,Pakistan,Balochistan,Mastung,Military Operation,Religious Minority,IS-K,6,17,23,Yes,Unknown,"Military Operation targeting religious minority in Mastung, Balochistan."
PAK-01039,2018-12-31,2018,12,31,Pakistan,Sindh,Karachi,Ambush,Paramilitary,Unknown,12,16,28,Yes,None,"Ambush targeting paramilitary in Karachi, Sindh."
PAK-01064,2019-02-15,2019,2,15,Pakistan,Balochistan,Khuzdar,IED,School,Lashkar-e-Jhangvi,12,22,34,Yes,Major,"IED targeting school in Khuzdar, Balochistan."
PAK-01063,2019-02-18,2019,2,18,Pakistan,Khyber Pakhtunkhwa,Peshawar,Assassination,Hospital,Lashkar-e-Jhangvi,1,7,8,Yes,Minor,"Assassination targeting hospital in Peshawar, Khyber Pakhtunkhwa."
PAK-01058,2019-03-08,2019,3,8,Pakistan,Sindh,Sukkur,Ethnic Violence,Mosque/Shrine,BLA,26,45,71,Yes,None,"Ethnic Violence targeting mosque/shrine in Sukkur, Sindh."
PAK-01062,2019-03-20,2019,3,20,Pakistan,Khyber Pakhtunkhwa,Mingora,Militant Attack,Mosque/Shrine,Lashkar-e-Jhangvi,40,9,49,Yes,Major,"Militant Attack targeting mosque/shrine in Mingora, Khyber Pakhtunkhwa."
PAK-01060,2019-04-21,2019,4,21,Pakistan,Balochistan,Khuzdar,Assassination,Ethnic Group,TTP,1,3,4,Yes,Minor,"Assassination targeting ethnic group in Khuzdar, Balochistan."
PAK-01061,2019-07-04,2019,7,4,Pakistan,FATA/Tribal Areas,Khyber,Mortar Attack,Ethnic Group,IS-K,5,9,14,Yes,Major,"Mortar Attack targeting ethnic group in Khyber, FATA/Tribal Areas."
PAK-01059,2019-07-15,2019,7,15,Pakistan,Balochistan,Pishin,Armed Assault,Religious Minority,TTP,19,50,69,Yes,None,"Armed Assault targeting religious minority in Pishin, Balochistan."
PAK-01065,2019-10-19,2019,10,19,Pakistan,Balochistan,Loralai,Ambush,Ethnic Group,Unknown,5,3,8,Yes,Moderate,"Ambush targeting ethnic group in Loralai, Balochistan."
PAK-01071,2020-01-20,2020,1,20,Pakistan,Balochistan,Loralai,Sectarian Violence,Paramilitary,TTP,19,29,48,Yes,Major,"Sectarian Violence targeting paramilitary in Loralai, Balochistan."
PAK-01072,2020-02-01,2020,2,1,Pakistan,FATA/Tribal Areas,Kurram,Sectarian Violence,Infrastructure,Lashkar-e-Jhangvi,4,12,16,No,Moderate,"Sectarian Violence targeting infrastructure in Kurram, FATA/Tribal Areas."
PAK-01077,2020-02-09,2020,2,9,Pakistan,Sindh,Nawabshah,Ethnic Violence,Military/Security Forces,Lashkar-e-Jhangvi,39,25,64,Yes,Unknown,"Ethnic Violence targeting military/security forces in Nawabshah, Sindh."
PAK-01080,2020-03-26,2020,3,26,Pakistan,Khyber Pakhtunkhwa,Dera Ismail Khan,Sectarian Violence,Judges/Lawyers,Unknown,36,99,135,Yes,Minor,"Sectarian Violence targeting judges/lawyers in Dera Ismail Khan, Khyber Pakhtunkhwa."
PAK-01067,2020-05-05,2020,5,5,Pakistan,Gilgit-Baltistan,Hunza,Ambush,Police,Lashkar-e-Jhangvi,2,11,13,Yes,Unknown,"Ambush targeting police in Hunza, Gilgit-Baltistan."
PAK-01074,2020-06-01,2020,6,1,Pakistan,FATA/Tribal Areas,South Waziristan,Assassination,Government Officials,BLA,4,2,6,No,Major,"Assassination targeting government officials in South Waziristan, FATA/Tribal Areas."
PAK-01081,2020-06-03,2020,6,3,Pakistan,Sindh,Hyderabad,Sectarian Violence,Military/Security Forces,BLA,25,2,27,No,Unknown,"Sectarian Violence targeting military/security forces in Hyderabad, Sindh."
PAK-01066,2020-06-09,2020,6,9,Pakistan,Sindh,Larkana,Assassination,Ethnic Group,BLA,5,19,24,Yes,Major,"Assassination targeting ethnic group in Larkana, Sindh."
PAK-01068,2020-07-23,2020,7,23,Pakistan,Khyber Pakhtunkhwa,Swat,Armed Assault,Hospital,Al-Qaeda,6,18,24,No,Minor,"Armed Assault targeting hospital in Swat, Khyber Pakhtunkhwa."
PAK-01070,2020-07-24,2020,7,24,Pakistan,Khyber Pakhtunkhwa,Mardan,Kidnapping,Civilians,Al-Qaeda,1,3,4,Yes,Moderate,"Kidnapping targeting civilians in Mardan, Khyber Pakhtunkhwa."
PAK-01075,2020-08-07,2020,8,7,Pakistan,Punjab,Multan,Ambush,Political Party,TTP,3,14,17,Yes,Moderate,"Ambush targeting political party in Multan, Punjab."
PAK-01078,2020-09-12,2020,9,12,Pakistan,FATA/Tribal Areas,Bajaur,Mortar Attack,Military/Security Forces,IS-K,7,4,11,No,None,"Mortar Attack targeting military/security forces in Bajaur, FATA/Tribal Areas."
PAK-01069,2020-09-30,2020,9,30,Pakistan,Sindh,Larkana,IED,Foreign Nationals,Al-Qaeda,15,41,56,No,Major,"IED targeting foreign nationals in Larkana, Sindh."
PAK-01082,2020-10-04,2020,10,4,Pakistan,Khyber Pakhtunkhwa,Nowshera,Drone Strike,Judges/Lawyers,Al-Qaeda,12,22,34,Yes,Moderate,"Drone Strike targeting judges/lawyers in Nowshera, Khyber Pakhtunkhwa."
PAK-01079,2020-11-23,2020,11,23,Pakistan,Punjab,Gujranwala,Bombing,Ethnic Group,IS-K,21,57,78,No,None,"Bombing targeting ethnic group in Gujranwala, Punjab."
PAK-01073,2020-12-16,2020,12,16,Pakistan,Punjab,Sargodha,Sectarian Violence,Police,IS-K,3,12,15,Yes,Moderate,"Sectarian Violence targeting police in Sargodha, Punjab."
PAK-01076,2020-12-18,2020,12,18,Pakistan,FATA/Tribal Areas,North Waziristan,Grenade Attack,Judges/Lawyers,Al-Qaeda,7,17,24,Yes,Major,"Grenade Attack targeting judges/lawyers in North Waziristan, FATA/Tribal Areas."
PAK-01084,2021-01-09,2021,1,9,Pakistan,Punjab,Gujranwala,Armed Assault,Government Officials,TTP,3,10,13,Yes,Major,"Armed Assault targeting government officials in Gujranwala, Punjab."
PAK-01088,2021-01-14,2021,1,14,Pakistan,Balochistan,Pishin,Militant Attack,Military/Security Forces,BLF,4,0,4,Yes,Moderate,"Militant Attack targeting military/security forces in Pishin, Balochistan."
PAK-01085,2021-01-17,2021,1,17,Pakistan,Khyber Pakhtunkhwa,Nowshera,Armed Assault,Ethnic Group,Al-Qaeda,19,51,70,Yes,Major,"Armed Assault targeting ethnic group in Nowshera, Khyber Pakhtunkhwa."
PAK-01092,2021-02-17,2021,2,17,Pakistan,Sindh,Nawabshah,Ambush,Political Party,BLA,7,2,9,Yes,None,"Ambush targeting political party in Nawabshah, Sindh."
PAK-01086,2021-03-05,2021,3,5,Pakistan,FATA/Tribal Areas,North Waziristan,Drone Strike,Journalists,TTP,7,15,22,Yes,Major,"Drone Strike targeting journalists in North Waziristan, FATA/Tribal Areas."
PAK-01090,2021-03-30,2021,3,30,Pakistan,Sindh,Karachi,Political Violence,Religious Minority,Unknown,7,23,30,Yes,Moderate,"Political Violence targeting religious minority in Karachi, Sindh."
PAK-01087,2021-05-18,2021,5,18,Pakistan,Punjab,Jhang,Bombing,Foreign Nationals,IS-K,17,18,35,No,Moderate,"Bombing targeting foreign nationals in Jhang, Punjab."
PAK-01091,2021-09-16,2021,9,16,Pakistan,Gilgit-Baltistan,Skardu,Political Violence,Market/Bazaar,TTP,12,8,20,Yes,Unknown,"Political Violence targeting market/bazaar in Skardu, Gilgit-Baltistan."
PAK-01083,2021-10-05,2021,10,5,Pakistan,FATA/Tribal Areas,Mohmand,Political Violence,Foreign Nationals,IS-K,9,10,19,Yes,Moderate,"Political Violence targeting foreign nationals in Mohmand, FATA/Tribal Areas."
