new_id,source,date,year,month,day,country,region,city,attack_type,target_type,perpetrator_group,killed,wounded,total_casualties,attack_success,property_damage,notes
INC-01423,PAK,2/12/2016,2016,2,12,Pakistan,Sindh,Sukkur,Drone Strike,Foreign Nationals,TTP,4,3,7,Yes,Unknown,"Drone Strike targeting foreign nationals in Sukkur, Sindh."
INC-01424,PAK,2/22/2016,2016,2,22,Pakistan,FATA/Tribal Areas,Orakzai,Sectarian Violence,Military/Security Forces,BLA,48,147,195,Yes,Minor,"Sectarian Violence targeting military/security forces in Orakzai, FATA/Tribal Areas."
INC-01425,PAK,3/4/2016,2016,3,4,Pakistan,Balochistan,Khuzdar,Suicide Bombing,Infrastructure,BLA,69,176,245,Yes,Unknown,"Suicide Bombing targeting infrastructure in Khuzdar, Balochistan."
INC-01426,ATK,3/7/2016,2016,3,7,Pakistan,KPK,Shabqadar-Charsadda,Suicide bombing,Unknown,Unknown,20,31,51,Yes,Unknown,Detailed blast record from attacks.csv (S# 464). Location: Attack outside of session court in Shab-Qadar Charsadda
INC-01427,PAK,3/13/2016,2016,3,13,Pakistan,Azad Kashmir,Mirpur,Armed Assault,Police,IS-K,2,3,5,Yes,Minor,"Armed Assault targeting police in Mirpur, Azad Kashmir."
INC-01428,ATK,3/27/2016,2016,3,27,Pakistan,Punjab,Lahore,Suicide bombing,Unknown,Unknown,72,300,372,Yes,Unknown,Detailed blast record from attacks.csv (S# 465). Location: Attack in children's play area of Park in Lahore Sect: Christian
INC-01429,PAK,4/1/2016,2016,4,1,Pakistan,Sindh,Larkana,Kidnapping,Police,TTP,1,7,8,No,,"Kidnapping targeting police in Larkana, Sindh."
INC-01430,PAK,4/4/2016,2016,4,4,Pakistan,Punjab,Gujranwala,Assassination,Civilians,BLA,1,8,9,Yes,,"Assassination targeting civilians in Gujranwala, Punjab."
INC-01431,ATK,4/16/2016,2016,4,16,Pakistan,FATA,Khyber Agency,Suicide bombing,Civilian,Unknown,2,0,2,Yes,Unknown,Detailed blast record from attacks.csv (S# 466). Location: Hujra of Said Jamal in the Kharko Sarhgi area in the Zakhakhel tehsil of Khyber Agency Category: Residence Target: Civilian
INC-01432,ATK,4/19/2016,2016,4,19,Pakistan,KPK,Mardan,Suicide bombing,Government Official,Unknown,1,18,19,Yes,Unknown,Detailed blast record from attacks.csv (S# 467). Location: Mardan Excise and Taxation Department located in Cantonment Area on Mall Road in Mardan District Category: Government Target: Government Official Context: Attack on Mardan Excise and Taxation Department
INC-01433,PAK,5/5/2016,2016,5,5,Pakistan,Gilgit-Baltistan,Chilas,Political Violence,Religious Minority,Unknown,12,25,37,Yes,Minor,"Political Violence targeting religious minority in Chilas, Gilgit-Baltistan."
INC-01434,PAK,5/29/2016,2016,5,29,Pakistan,Balochistan,Loralai,Kidnapping,Religious Minority,Al-Qaeda,2,7,9,No,Minor,"Kidnapping targeting religious minority in Loralai, Balochistan."
INC-01435,ATK,5/30/2016,2016,5,30,Pakistan,KPK,Mardan,Suicide bombing,Police,Unknown,1,15,16,Yes,Unknown,"Detailed blast record from attacks.csv (S# 468). Location: Mardan City Police Station Category: Police Target: Police Context: Attack on City Police Station, Mardan"
INC-01436,PAK,6/19/2016,2016,6,19,Pakistan,Islamabad Capital Territory,Islamabad,Military Operation,Hospital,Unknown,27,7,34,Yes,Minor,"Military Operation targeting hospital in Islamabad, Islamabad Capital Territory."
INC-01437,PAK,7/19/2016,2016,7,19,Pakistan,Khyber Pakhtunkhwa,Charsadda,Ethnic Violence,Infrastructure,Al-Qaeda,31,44,75,Yes,Unknown,"Ethnic Violence targeting infrastructure in Charsadda, Khyber Pakhtunkhwa."
INC-01438,ATK,8/8/2016,2016,8,8,Pakistan,Balochistan,Quetta,Bombing / IED,advocates (lawyers),Unknown,70,120,190,Yes,Unknown,"Detailed blast record from attacks.csv (S# 469). Location: Civil Hospital, Quetta Category: Government Target: advocates (lawyers) Context: The fatalities were mainly advocates"
INC-01439,ATK,9/2/2016,2016,9,2,Pakistan,KPK,Mardan,Suicide bombing,Civilian,Unknown,14,60,74,Yes,Unknown,"Detailed blast record from attacks.csv (S# 470). Location: Mardan District Court Category: Government Target: Civilian Context: Attack on District Court, Mardan"
INC-01440,ATK,9/13/2016,2016,9,13,Pakistan,Sindh,Shikarpur,Bombing / IED,religious,Unknown,0,13,13,Yes,Unknown,Detailed blast record from attacks.csv (S# 471). Location: Imambargah Category: Religious Target: religious Sect: Shiite Context: Attack on Shia Imambargah on Eid ul Azha Prayer
INC-01441,ATK,9/16/2016,2016,9,16,Pakistan,FATA,Mohmand Agency,Suicide bombing,religious,Unknown,36,22,58,Yes,Unknown,"Detailed blast record from attacks.csv (S# 472). Location: Jamea Masjid, Pai Khan Category: Religious Target: religious Context: Attack on Masjid During Jumma Prayer"
INC-01442,PAK,10/2/2016,2016,10,2,Pakistan,Sindh,Mirpur Khas,Military Operation,Government Officials,Lashkar-e-Jhangvi,56,149,205,Yes,,"Military Operation targeting government officials in Mirpur Khas, Sindh."
INC-01443,PAK,10/14/2016,2016,10,14,Pakistan,Khyber Pakhtunkhwa,Peshawar,Assassination,Mosque/Shrine,Unknown,2,1,3,Yes,,"Assassination targeting mosque/shrine in Peshawar, Khyber Pakhtunkhwa."
INC-01444,PAK,10/24/2016,2016,10,24,Pakistan,Balochistan,Kalat,Sectarian Violence,Journalists,TTP,10,20,30,No,,"Sectarian Violence targeting journalists in Kalat, Balochistan."
INC-01445,ATK,10/25/2016,2016,10,25,Pakistan,Balochistan,Quetta,Suicide bombing,Police,Unknown,61,165,226,Yes,Unknown,"Detailed blast record from attacks.csv (S# 473). Location: police training center Category: Government Target: Police Context: Attack on Police Training Center, Saryab Road, Quetta"
INC-01446,PAK,10/30/2016,2016,10,30,Pakistan,FATA/Tribal Areas,South Waziristan,Military Operation,School,Unknown,50,24,74,Yes,Major,"Military Operation targeting school in South Waziristan, FATA/Tribal Areas."
INC-01447,ATK,11/12/2016,2016,11,12,Pakistan,Balochistan,Khuzdar,Suicide bombing,Civilian,Unknown,52,100,152,Yes,Unknown,Detailed blast record from attacks.csv (S# 474). Location: Dargah Shah Noorani Shrine Category: Religious Target: Civilian Context: Attack on Dargah Shah Noorani in Khuzdar district
INC-01448,ATK,11/26/2016,2016,11,26,Pakistan,FATA,Mohmand Agency,Suicide bombing,Military,Unknown,2,14,16,Yes,Unknown,"Detailed blast record from attacks.csv (S# 475). Location: FC Check Post Category: Military Target: Military Context: Attack Camp of Mohmand Rifles in Mohmand Agency Headquarters, Ghalani, Mohmand Agency"
INC-01449,PAK,12/2/2016,2016,12,2,Pakistan,Khyber Pakhtunkhwa,Mardan,Rocket Attack,Foreign Nationals,Lashkar-e-Jhangvi,2,6,8,Yes,Moderate,"Rocket Attack targeting foreign nationals in Mardan, Khyber Pakhtunkhwa."
INC-01450,PAK,12/3/2016,2016,12,3,Pakistan,FATA/Tribal Areas,Kurram,Suicide Bombing,Political Party,Al-Qaeda,55,76,131,No,Minor,"Suicide Bombing targeting political party in Kurram, FATA/Tribal Areas."
INC-01451,PAK,12/9/2016,2016,12,9,Pakistan,Sindh,Larkana,Rocket Attack,Political Party,Unknown,6,22,28,Yes,Major,"Rocket Attack targeting political party in Larkana, Sindh."
INC-01452,PAK,12/21/2016,2016,12,21,Pakistan,Khyber Pakhtunkhwa,Charsadda,Rocket Attack,Ethnic Group,IS-K,9,31,40,Yes,Moderate,"Rocket Attack targeting ethnic group in Charsadda, Khyber Pakhtunkhwa."
INC-01453,PAK,1/6/2017,2017,1,6,Pakistan,FATA/Tribal Areas,Khyber,Suicide Bombing,Government Officials,Unknown,41,126,167,No,Major,"Suicide Bombing targeting government officials in Khyber, FATA/Tribal Areas."
INC-01454,PAK,1/11/2017,2017,1,11,Pakistan,FATA/Tribal Areas,Bajaur,Ethnic Violence,Journalists,IS-K,8,3,11,Yes,Moderate,"Ethnic Violence targeting journalists in Bajaur, FATA/Tribal Areas."
INC-01455,PAK,1/22/2017,2017,1,22,Pakistan,Balochistan,Gwadar,Ethnic Violence,Government Officials,TTP,9,7,16,Yes,Minor,"Ethnic Violence targeting government officials in Gwadar, Balochistan."
INC-01456,PAK,1/30/2017,2017,1,30,Pakistan,Sindh,Hyderabad,Rocket Attack,Police,Al-Qaeda,9,31,40,Yes,Unknown,"Rocket Attack targeting police in Hyderabad, Sindh."
INC-01457,PAK,2/1/2017,2017,2,1,Pakistan,Khyber Pakhtunkhwa,Swat,Ambush,Religious Minority,BLA,2,9,11,Yes,Minor,"Ambush targeting religious minority in Swat, Khyber Pakhtunkhwa."
INC-01458,ATK,2/7/2017,2017,2,7,Pakistan,KPK,Bannu,Suicide bombing,Police,Unknown,0,2,2,Yes,Unknown,"Detailed blast record from attacks.csv (S# 476). Location: Police Station Mandan, Bannu Category: Police Target: Police Context: Attack on Mandan Police Station, Bannu"
INC-01459,PAK,2/8/2017,2017,2,8,Pakistan,FATA/Tribal Areas,Khyber,Sectarian Violence,Foreign Nationals,BLA,10,27,37,Yes,Moderate,"Sectarian Violence targeting foreign nationals in Khyber, FATA/Tribal Areas."
INC-01460,PAK,2/9/2017,2017,2,9,Pakistan,Balochistan,Turbat,Rocket Attack,Judges/Lawyers,BLA,1,1,2,Yes,,"Rocket Attack targeting judges/lawyers in Turbat, Balochistan."
INC-01461,ATK,2/13/2017,2017,2,13,Pakistan,Punjab,Lahore,Suicide bombing,Civilian,Unknown,18,90,108,Yes,Unknown,"Detailed blast record from attacks.csv (S# 477). Location: Mall road, Lahore Category: Government Target: Civilian Context: Attack on pharmaceutical protest"
INC-01462,ATK,2/15/2017,2017,2,15,Pakistan,FATA,"Ghallanai, Mohmand Agency",Suicide bombing,Army,Unknown,8,3,11,Yes,Unknown,"Detailed blast record from attacks.csv (S# 478). Location: main gate of Mohmand Agency headquarters, Ghallanai Category: Commercial/residence Target: Army Context: Attack on paramilitary HQ"
INC-01463,ATK,2/15/2017,2017,2,15,Pakistan,KPK,Hayatabad,Suicide bombing,Civilian Judges,Unknown,1,18,19,Yes,Unknown,Detailed blast record from attacks.csv (S# 479). Location: Hayatabad Medical Complex Category: Commercial/residence Target: Civilian Judges Context: inauguration of the Out Patient Department (OPD) at the Hayatabad Medical Complex
INC-01464,ATK,2/15/2017,2017,2,15,Pakistan,FATA,"Mosal Kor, Mohmand Agency",Suicide bombing,Government Official,Unknown,1,0,1,Yes,Unknown,Detailed blast record from attacks.csv (S# 480). Location: Office of political agent Category: Government Target: Government Official
INC-01465,ATK,2/16/2017,2017,2,16,Pakistan,Sindh,Sehwan town,Suicide bombing,Shia sect,Unknown,72,200,272,Yes,Unknown,Detailed blast record from attacks.csv (S# 481). Location: Lal Shahbaz Qalandar shrine Category: Religious Target: Shia sect Sect: shiite Context: Attack on shia community
INC-01466,ATK,2/21/2017,2017,2,21,Pakistan,KPK,"Tangi, Charsadda District",Suicide bombing,Judges & lawyers,Unknown,7,20,27,Yes,Unknown,Detailed blast record from attacks.csv (S# 482). Location: Court Category: Government Target: Judges & lawyers Context: Attack on lawyers and judges
INC-01467,PAK,2/27/2017,2017,2,27,Pakistan,Punjab,Faisalabad,Ambush,Paramilitary,BLA,11,19,30,Yes,,"Ambush targeting paramilitary in Faisalabad, Punjab."
INC-01468,PAK,3/2/2017,2017,3,2,Pakistan,Punjab,Gujranwala,Rocket Attack,Market/Bazaar,BLA,4,17,21,Yes,,"Rocket Attack targeting market/bazaar in Gujranwala, Punjab."
INC-01469,PAK,3/10/2017,2017,3,10,Pakistan,Khyber Pakhtunkhwa,Bannu,Sectarian Violence,Civilians,IS-K,20,5,25,Yes,Moderate,"Sectarian Violence targeting civilians in Bannu, Khyber Pakhtunkhwa."
INC-01470,PAK,3/10/2017,2017,3,10,Pakistan,Azad Kashmir,Mirpur,Rocket Attack,Police,Unknown,2,4,6,Yes,,"Rocket Attack targeting police in Mirpur, Azad Kashmir."
INC-01471,PAK,3/13/2017,2017,3,13,Pakistan,Azad Kashmir,Rawalakot,Armed Assault,Ethnic Group,Unknown,15,10,25,Yes,Major,"Armed Assault targeting ethnic group in Rawalakot, Azad Kashmir."
INC-01472,PAK,3/20/2017,2017,3,20,Pakistan,Khyber Pakhtunkhwa,Mingora,Military Operation,Mosque/Shrine,TTP,36,65,101,Yes,Major,"Military Operation targeting mosque/shrine in Mingora, Khyber Pakhtunkhwa."
INC-01473,PAK,3/29/2017,2017,3,29,Pakistan,FATA/Tribal Areas,Khyber,Grenade Attack,Police,Al-Qaeda,7,12,19,Yes,,"Grenade Attack targeting police in Khyber, FATA/Tribal Areas."
INC-01474,PAK,4/3/2017,2017,4,3,Pakistan,Azad Kashmir,Rawalakot,Armed Assault,Police,IS-K,11,24,35,Yes,Unknown,"Armed Assault targeting police in Rawalakot, Azad Kashmir."
INC-01475,ATK,4/5/2017,2017,4,5,Pakistan,Punjab,Lahore,Bombing / IED,Military,Unknown,7,22,29,Yes,Unknown,Detailed blast record from attacks.csv (S# 483). Location: Bedian Road Target: Military Context: Population Census Team
INC-01476,PAK,4/6/2017,2017,4,6,Pakistan,Punjab,Sialkot,Rocket Attack,Foreign Nationals,TTP,0,2,2,Yes,,"Rocket Attack targeting foreign nationals in Sialkot, Punjab."
INC-01477,PAK,4/24/2017,2017,4,24,Pakistan,FATA/Tribal Areas,Orakzai,Militant Attack,School,TTP,8,12,20,Yes,,"Militant Attack targeting school in Orakzai, FATA/Tribal Areas."
INC-01478,PAK,4/26/2017,2017,4,26,Pakistan,Khyber Pakhtunkhwa,Dir,Drone Strike,Political Party,Unknown,30,67,97,Yes,Moderate,"Drone Strike targeting political party in Dir, Khyber Pakhtunkhwa."
INC-01479,ATK,5/12/2017,2017,5,12,Pakistan,Baluchistan,Quetta,Suicide bombing,Government Official,Unknown,28,37,65,Yes,Unknown,Detailed blast record from attacks.csv (S# 484). Location: Town of Mastung Target: Government Official Context: Sucide bomber wearing an explosive vest carried out the attack.
INC-01480,PAK,5/16/2017,2017,5,16,Pakistan,Balochistan,Gwadar,Armed Assault,Hospital,BLA,16,18,34,Yes,Unknown,"Armed Assault targeting hospital in Gwadar, Balochistan."
INC-01481,ATK,5/20/2017,2017,5,20,Pakistan,KPK,Kohat,Bombing / IED,Police,Unknown,4,0,4,Yes,Unknown,Detailed blast record from attacks.csv (S# 485). Location: Kamal khel area near lachi kohat Category: Police Target: Police Context: Terrorist ambushed a police party while it was on its way to arrest criminals
INC-01482,PAK,5/24/2017,2017,5,24,Pakistan,Khyber Pakhtunkhwa,Peshawar,Suicide Bombing,Infrastructure,IS-K,41,120,161,No,,"Suicide Bombing targeting infrastructure in Peshawar, Khyber Pakhtunkhwa."
INC-01483,PAK,6/3/2017,2017,6,3,Pakistan,Khyber Pakhtunkhwa,Swat,Ambush,Market/Bazaar,Al-Qaeda,13,23,36,Yes,Minor,"Ambush targeting market/bazaar in Swat, Khyber Pakhtunkhwa."
INC-01484,PAK,6/13/2017,2017,6,13,Pakistan,Khyber Pakhtunkhwa,Kohat,Grenade Attack,School,BLA,6,7,13,No,Minor,"Grenade Attack targeting school in Kohat, Khyber Pakhtunkhwa."
INC-01485,ATK,6/23/2017,2017,6,23,Pakistan,Balochistan,Quetta,Suicide bombing,Shia sect,Unknown,85,100,185,Yes,Unknown,Detailed blast record from attacks.csv (S# 486). Location: Parachinar town in the restive tribal bel Category: Religious Target: Shia sect Sect: Shiite Context: Suicide bombers targeting the capital of Balochistan province and the Shia-majority Parachinar town days before the end of the holy month of Ramzan.
INC-01486,PAK,6/25/2017,2017,6,25,Pakistan,FATA/Tribal Areas,Kurram,Drone Strike,Civilians,TTP,18,39,57,Yes,Major,"Drone Strike targeting civilians in Kurram, FATA/Tribal Areas."
INC-01487,PAK,6/26/2017,2017,6,26,Pakistan,FATA/Tribal Areas,Orakzai,Bombing,Judges/Lawyers,Unknown,18,47,65,Yes,Unknown,"Bombing targeting judges/lawyers in Orakzai, FATA/Tribal Areas."
INC-01488,PAK,7/5/2017,2017,7,5,Pakistan,Khyber Pakhtunkhwa,Charsadda,Armed Assault,Judges/Lawyers,TTP,11,5,16,No,Moderate,"Armed Assault targeting judges/lawyers in Charsadda, Khyber Pakhtunkhwa."
INC-01489,ATK,7/10/2017,2017,7,10,Pakistan,Balochistan,Chaman,Suicide bombing,Police,Unknown,3,11,14,Yes,Unknown,Detailed blast record from attacks.csv (S# 487). Location: Boghra Road Target: Police Context: Sucide bomber wearing an explosive vest carried out the attack.
INC-01490,PAK,7/10/2017,2017,7,10,Pakistan,Azad Kashmir,Mirpur,IED,School,Unknown,7,22,29,Yes,Unknown,"IED targeting school in Mirpur, Azad Kashmir."
INC-01491,PAK,7/14/2017,2017,7,14,Pakistan,FATA/Tribal Areas,Mohmand,Bombing,Mosque/Shrine,TTP,28,6,34,Yes,Moderate,"Bombing targeting mosque/shrine in Mohmand, FATA/Tribal Areas."
INC-01492,ATK,7/17/2017,2017,7,17,Pakistan,KPK,Peshawar,Suicide bombing,Military,Unknown,2,7,9,Yes,Unknown,Detailed blast record from attacks.csv (S# 488). Location: near the Afghan border Category: Military Target: Military Context: suicide bomber riding on a motorcycle hit a Frontier Corps vehicle in Peshawar
INC-01493,ATK,7/17/2017,2017,7,17,Pakistan,KPK,Peshawar,Suicide bombing,Military,Unknown,1,1,2,Yes,Unknown,Detailed blast record from attacks.csv (S# 489). Location: southwestern Chaman province Category: Military Target: Military Context: bomb struck in southwestern Chaman province
INC-01494,ATK,7/24/2017,2017,7,24,Pakistan,Punjab,Lahore,Suicide bombing,Police,Unknown,27,56,83,Yes,Unknown,Detailed blast record from attacks.csv (S# 490). Location: near Arfa Karim IT Tower Ferozepur Road Target: Police
INC-01495,PAK,7/25/2017,2017,7,25,Pakistan,Gilgit-Baltistan,Skardu,Sectarian Violence,Religious Minority,IS-K,9,8,17,Yes,Minor,"Sectarian Violence targeting religious minority in Skardu, Gilgit-Baltistan."
INC-01496,PAK,8/3/2017,2017,8,3,Pakistan,Sindh,Sukkur,Drone Strike,Civilians,Al-Qaeda,3,7,10,Yes,Unknown,"Drone Strike targeting civilians in Sukkur, Sindh."
INC-01497,PAK,8/4/2017,2017,8,4,Pakistan,Khyber Pakhtunkhwa,Swat,Sectarian Violence,Paramilitary,Unknown,19,7,26,Yes,Major,"Sectarian Violence targeting paramilitary in Swat, Khyber Pakhtunkhwa."
INC-01498,PAK,8/7/2017,2017,8,7,Pakistan,FATA/Tribal Areas,North Waziristan,Mortar Attack,Judges/Lawyers,Al-Qaeda,0,4,4,Yes,Moderate,"Mortar Attack targeting judges/lawyers in North Waziristan, FATA/Tribal Areas."
INC-01499,PAK,8/8/2017,2017,8,8,Pakistan,FATA/Tribal Areas,Mohmand,Grenade Attack,Ethnic Group,Lashkar-e-Jhangvi,4,8,12,Yes,Minor,"Grenade Attack targeting ethnic group in Mohmand, FATA/Tribal Areas."
INC-01500,PAK,8/8/2017,2017,8,8,Pakistan,FATA/Tribal Areas,North Waziristan,Ambush,Civilians,BLA,8,21,29,Yes,,"Ambush targeting civilians in North Waziristan, FATA/Tribal Areas."
INC-01501,ATK,8/12/2017,2017,8,12,Pakistan,Balochistan,Quetta,Suicide bombing,Military,Unknown,15,40,55,Yes,Unknown,Detailed blast record from attacks.csv (S# 491). Location: Pishin bus stop Target: Military Context: the attacker had been carrying 25kg of �incendiary explosives� on a motorcycle that he had rammed into the military truck
INC-01502,PAK,9/20/2017,2017,9,20,Pakistan,Azad Kashmir,Bagh,Military Operation,Religious Minority,BLA,3,10,13,Yes,Minor,"Military Operation targeting religious minority in Bagh, Azad Kashmir."
INC-01503,PAK,9/28/2017,2017,9,28,Pakistan,Azad Kashmir,Mirpur,Mortar Attack,Foreign Nationals,Unknown,5,18,23,Yes,Minor,"Mortar Attack targeting foreign nationals in Mirpur, Azad Kashmir."
INC-01504,ATK,10/5/2017,2017,10,5,Pakistan,Balochistan,Quetta,Suicide bombing,Civilian,Unknown,22,25,47,Yes,Unknown,Detailed blast record from attacks.csv (S# 492). Location: Fateh Pur Shrine in Jhal Magsi village Category: Religious Target: Civilian Context: at the entrance of shrine
INC-01505,PAK,10/9/2017,2017,10,9,Pakistan,FATA/Tribal Areas,Khyber,Assassination,Police,IS-K,2,6,8,Yes,Unknown,"Assassination targeting police in Khyber, FATA/Tribal Areas."
INC-01506,PAK,10/15/2017,2017,10,15,Pakistan,Sindh,Larkana,IED,Political Party,Al-Qaeda,17,24,41,Yes,Major,"IED targeting political party in Larkana, Sindh."
INC-01507,ATK,10/19/2017,2017,10,19,Pakistan,Balochistan,Quetta,Suicide bombing,Police,Unknown,7,22,29,Yes,Unknown,Detailed blast record from attacks.csv (S# 493). Location: Sariab Mill area Category: Highway Target: Police Context: explosives-laden vehicle rammed into a security forces convoy on the Quetta-Sibi Highway
INC-01508,PAK,10/31/2017,2017,10,31,Pakistan,Balochistan,Gwadar,Kidnapping,Military/Security Forces,IS-K,2,3,5,Yes,Unknown,"Kidnapping targeting military/security forces in Gwadar, Balochistan."
INC-01509,PAK,11/2/2017,2017,11,2,Pakistan,Gilgit-Baltistan,Gilgit,Militant Attack,Police,Unknown,23,54,77,Yes,Major,"Militant Attack targeting police in Gilgit, Gilgit-Baltistan."
INC-01510,PAK,11/6/2017,2017,11,6,Pakistan,FATA/Tribal Areas,Mohmand,Assassination,Infrastructure,Al-Qaeda,4,0,4,Yes,Moderate,"Assassination targeting infrastructure in Mohmand, FATA/Tribal Areas."
INC-01511,ATK,11/9/2017,2017,11,9,Pakistan,Balochistan,Quetta,Suicide bombing,Police,Unknown,2,8,10,Yes,Unknown,Detailed blast record from attacks.csv (S# 494). Location: Quetta's Chaman Housing Scheme on airport road Category: Police Target: Police Context: AIG Hamid Shakil�s vehicle
INC-01512,PAK,11/13/2017,2017,11,13,Pakistan,Islamabad Capital Territory,Islamabad,Rocket Attack,Paramilitary,TTP,6,7,13,Yes,Unknown,"Rocket Attack targeting paramilitary in Islamabad, Islamabad Capital Territory."
INC-01513,ATK,11/24/2017,2017,11,24,Pakistan,KPK,Peshawar,Suicide bombing,Police,Unknown,3,8,11,Yes,Unknown,"Detailed blast record from attacks.csv (S# 495). Location: Near Zarghuni Masjid, Phase-2 Hayatabad Category: Police Target: Police Context: a police vehicle of AIG Asharf Noor�"
INC-01514,ATK,11/25/2017,2017,11,25,Pakistan,Balochistan,Quetta,Suicide bombing,Military,Unknown,4,22,26,Yes,Unknown,"Detailed blast record from attacks.csv (S# 496). Location: Sariab Road, near Bus terminal Category: Military Target: Military Context: transport for a colonel in Pakistan's armed forces, was parked near a bus terminal"
INC-01515,PAK,12/13/2017,2017,12,13,Pakistan,Sindh,Nawabshah,Kidnapping,Journalists,Al-Qaeda,0,2,2,Yes,Minor,"Kidnapping targeting journalists in Nawabshah, Sindh."
INC-01516,PAK,12/14/2017,2017,12,14,Pakistan,FATA/Tribal Areas,Mohmand,Ambush,Police,Unknown,12,15,27,Yes,Major,"Ambush targeting police in Mohmand, FATA/Tribal Areas."
INC-01517,PAK,12/24/2017,2017,12,24,Pakistan,Gilgit-Baltistan,Skardu,Military Operation,Paramilitary,Lashkar-e-Jhangvi,46,136,182,Yes,,"Military Operation targeting paramilitary in Skardu, Gilgit-Baltistan."
INC-01518,PAK,12/25/2017,2017,12,25,Pakistan,Khyber Pakhtunkhwa,Swat,Rocket Attack,Paramilitary,TTP,8,11,19,Yes,Moderate,"Rocket Attack targeting paramilitary in Swat, Khyber Pakhtunkhwa."
INC-01519,PAK,1/7/2018,2018,1,7,Pakistan,Khyber Pakhtunkhwa,Swat,Militant Attack,Government Officials,BLA,11,38,49,Yes,,"Militant Attack targeting government officials in Swat, Khyber Pakhtunkhwa."
INC-01520,PAK,1/25/2018,2018,1,25,Pakistan,FATA/Tribal Areas,Bajaur,IED,Police,Lashkar-e-Jhangvi,16,2,18,Yes,Moderate,"IED targeting police in Bajaur, FATA/Tribal Areas."
INC-01521,PAK,2/17/2018,2018,2,17,Pakistan,FATA/Tribal Areas,Mohmand,Militant Attack,Judges/Lawyers,BLA,11,30,41,Yes,Major,"Militant Attack targeting judges/lawyers in Mohmand, FATA/Tribal Areas."
INC-01522,PAK,2/17/2018,2018,2,17,Pakistan,Gilgit-Baltistan,Chilas,Militant Attack,Judges/Lawyers,IS-K,19,62,81,Yes,Minor,"Militant Attack targeting judges/lawyers in Chilas, Gilgit-Baltistan."
INC-01523,PAK,2/24/2018,2018,2,24,Pakistan,Sindh,Nawabshah,Bombing,Judges/Lawyers,BLA,2,11,13,Yes,,"Bombing targeting judges/lawyers in Nawabshah, Sindh."
INC-01524,PAK,2/26/2018,2018,2,26,Pakistan,Islamabad Capital Territory,Islamabad,Mortar Attack,Ethnic Group,Unknown,0,2,2,Yes,,"Mortar Attack targeting ethnic group in Islamabad, Islamabad Capital Territory."
INC-01525,PAK,3/2/2018,2018,3,2,Pakistan,Punjab,Multan,Sectarian Violence,Market/Bazaar,TTP,49,35,84,No,Minor,"Sectarian Violence targeting market/bazaar in Multan, Punjab."
INC-01526,PAK,3/15/2018,2018,3,15,Pakistan,Khyber Pakhtunkhwa,Peshawar,Grenade Attack,Foreign Nationals,IS-K,4,14,18,Yes,Unknown,"Grenade Attack targeting foreign nationals in Peshawar, Khyber Pakhtunkhwa."
INC-01527,PAK,3/17/2018,2018,3,17,Pakistan,FATA/Tribal Areas,South Waziristan,Militant Attack,Military/Security Forces,IS-K,29,49,78,Yes,Moderate,"Militant Attack targeting military/security forces in South Waziristan, FATA/Tribal Areas."
INC-01528,PAK,4/14/2018,2018,4,14,Pakistan,Khyber Pakhtunkhwa,Mardan,Sectarian Violence,Military/Security Forces,BLA,14,35,49,Yes,,"Sectarian Violence targeting military/security forces in Mardan, Khyber Pakhtunkhwa."
INC-01529,PAK,4/25/2018,2018,4,25,Pakistan,FATA/Tribal Areas,Kurram,Ethnic Violence,Civilians,Al-Qaeda,11,7,18,Yes,Moderate,"Ethnic Violence targeting civilians in Kurram, FATA/Tribal Areas."
INC-01530,PAK,5/3/2018,2018,5,3,Pakistan,Khyber Pakhtunkhwa,Mardan,IED,Foreign Nationals,Lashkar-e-Jhangvi,11,1,12,Yes,Unknown,"IED targeting foreign nationals in Mardan, Khyber Pakhtunkhwa."
INC-01531,PAK,5/6/2018,2018,5,6,Pakistan,Punjab,Sargodha,Political Violence,Infrastructure,IS-K,13,41,54,Yes,Unknown,"Political Violence targeting infrastructure in Sargodha, Punjab."
INC-01532,PAK,5/6/2018,2018,5,6,Pakistan,Islamabad Capital Territory,Islamabad,Bombing,Religious Minority,BLA,5,2,7,Yes,Unknown,"Bombing targeting religious minority in Islamabad, Islamabad Capital Territory."
INC-01533,PAK,5/18/2018,2018,5,18,Pakistan,Khyber Pakhtunkhwa,Mingora,Ambush,Mosque/Shrine,Al-Qaeda,8,10,18,Yes,Major,"Ambush targeting mosque/shrine in Mingora, Khyber Pakhtunkhwa."
INC-01534,PAK,6/4/2018,2018,6,4,Pakistan,Gilgit-Baltistan,Chilas,Kidnapping,Judges/Lawyers,IS-K,2,10,12,Yes,Moderate,"Kidnapping targeting judges/lawyers in Chilas, Gilgit-Baltistan."
INC-01535,PAK,6/16/2018,2018,6,16,Pakistan,Balochistan,Turbat,Ambush,Religious Minority,Al-Qaeda,20,37,57,No,,"Ambush targeting religious minority in Turbat, Balochistan."
INC-01536,PAK,7/16/2018,2018,7,16,Pakistan,Khyber Pakhtunkhwa,Charsadda,Assassination,Military/Security Forces,Lashkar-e-Jhangvi,1,6,7,Yes,,"Assassination targeting military/security forces in Charsadda, Khyber Pakhtunkhwa."
INC-01537,PAK,7/17/2018,2018,7,17,Pakistan,Punjab,Gujranwala,Assassination,Government Officials,BLA,2,2,4,Yes,Major,"Assassination targeting government officials in Gujranwala, Punjab."
